"Name","Page Type","Content","Spoiler","Bots","Part Category","Parts","Groups","Supergroups","Subpages"
"Zhirov Special","Part","The Zhirov Special is an inventory item similar to a [[Sapper Charge]]. It can be activated to start a 10-turn timer that will cause it to violently explode. It can be obtained by destroying [[Zhirov]] or having a [[Master Thief]] steal it from his inventory. When Cogmind is standing on it, pressing > or right-clicking on Cogmind will start its 10-turn explosion timer. Doing so again will interrupt the timer, which can be useful in scenarios such as the player accidentally activating it. Note that both activation and deactivation take an entire turn, meaning only 9 of the 10 turns can actually be used to prepare for or escape its high-damage 20-radius explosion. Picking up an active Zhirov Special will not halt its countdown, and it can explode from Cogmind's inventory.
The explosion is not attributed to Cogmind, meaning it will not raise [[Alert]] or attribute Cogmind any kills or [[Score#value|value-based score]].

[[Heading]]Avoiding Damage[[/Heading]]
While the Zhirov Special's very high explosive damage should preferably be avoided, its large explosion radius makes escaping somewhat difficult. Without a high movement speed or conveniently-shaped [[Reinforced Walls]] that could contain the explosion, other type of movement such as teleportation would be required to avoid the explosion.
If attempting to escape the explosion through high movement speed, consider making sure the area is clear of [[Stasis Trap|Stasis Traps]] beforehand or using a [[Stasis Canceller]]. If using a [[Transdimensional Reconstructors|Transdimensional Reconstructor]] for that purpose, make sure to not stand on the Zhirov Special when teleporting, as the Transdimensional Reconstructor would bring it along.
Alternatively, using an explosive damage-reducing utility such as an [[Exp. Shock Absorption System]] preferably paired with a [[Force Fields|Force Field]] or similar damage reduction effect can help cut the damage significantly.

[[Heading]]Usage Strategy[[/Heading]]
As the Zhirov Special's explosion does not raise Alert, it can be used to destroy most structures, machines and robots with few consequences. Keep in mind that [[Launchers|Launcher]] misfires due to [[Corruption]], explosive [[Traps]] and [[Demolisher|Demolishers]] are all capable of destroying the Zhirov Special. [[Cutter|Cutters]] can also interfere, and in the worst-case scenario their [[Concussive RPG]]s can knock back the Zhirov Special away from your target.
As the Zhirov Special is a non-part inventory item, [[Recycler|Recyclers]] will not attempt to pick it up. 

This article was last edited during Beta 15.","","","","","","",""
"Zio. Alpha Cannon","Part","","","","","","","",""
"Zio. Alpha Cannon Mk. II","Part","","","","","","","",""
"Zio. Biocell","Part","","","","","","","",""
"Zio. Biocell Array","Part","","","","","","","",""
"Zio. Composite Leg I","Part","","","","","","","",""
"Zio. Composite Leg II","Part","","","","","","","",""
"Zio. Glidesys I","Part","","","","","","","",""
"Zio. Glidesys II","Part","","","","","","","",""
"Zio. Heavy Carapace","Part","","","","","","","",""
"Zio. Heavy DM Reactor","Part","","","","","","","",""
"Zio. Laser-H","Part","","","","","","","",""
"Zio. Laser-M","Part","","","","","","","",""
"Zio. Laser-S","Part","","","","","","","",""
"Zio. Light Carapace","Part","","","","","","","",""
"Zio. Light DM Reactor","Part","","","","","","","",""
"Zio. Metafield Generator","Part","","","","","","","",""
"Zio. Phaser-H","Part","","","","","","","",""
"Zio. Phaser-M","Part","","","","","","","",""
"Zio. Phaser-S","Part","","","","","","","",""
"Zio. Shade Armor","Part","","","","","","","",""
"Zio. Shade Carapace","Part","","","","","","","",""
"Zio. Supercomposite Leg","Part","","","","","","","",""
"Zio. Weapon Casing","Part","","","","","","","",""
"Zion","Location","Zion is a [[Caves]] [[Branch]] that appears on -7 or -6 and is the home to a large number of [[Derelict]] [[Zionite|Zionites]]. It is a general safe haven for all types of Derelict bots and has a ton of lore available by talking with all sorts of Zionites. Similar to Caves, [[Scrap]] and [[Derelict Log|Derelict Logs]] can appear on the ground here. Aside from one relatively harmless event, there are no hostile bots that appear on this map unless Cogmind attacks or attempts to enter while aligned with [[RIF]] or after becoming hostile to the [[UFD]]. The System Quarantine Field Array at the entrance of the map will cleanse all [[Corruption]]. It is strongly recommended to detach any ranged weapons until cleansing corruption to avoid any misfires that will turn the map hostile. RIF-aligned or UFD-hostile Cogmind can only go as far as triggering the cleanse at the quarantine array. Going any further will turn Zion hostile.
Zion maps are randomly generated but will always have the same overall appearance. There is a small Caves-like section on the east containing the spawn point and exit to Proximity Caves. To the left is the Quarantine Array machine guarded by 2 friendly [[Marauder (6)|Marauders]]. The bulk of Zion is contained within a large hollow square shape. All of the unique prefabs are contained within this area of the map. To the top left is the locked entrance to the [[Zion Deep Caves]]. Below that is a [[Tinkerer]] next to the Conduit Teleporter, 4 [[Mutant (6)|Mutants]], the [[Imprinter]], and some more Tinkerers next to the Imprinting Machine.

[[Heading]]Alignment - [[Imprint|Imprinting]][[/Heading]]Walking into the Imprinting machine will allow Cogmind to Imprint which has some major gameplay effects. The main change is that Cogmind can no longer use normal hacks at [[Terminal|Terminals]] and can now only use a specific set of randomized Zionite hacks. The 4 Mutants that guard the Imprinter will also turn purple and begin to follow you. There is an additional unique effect in [[Command]]: [[Redacted]]When the Command cave seals are opened, powerful Zionite bots will pop out along with various other Zionite-aligned Derelicts. These Zionites will be controllable (blue) rather than purple if a [[Core Reset Matrix]] is used.[[/Redacted]] This alignment has the following incompatibilities:
[[List]][[FarCom]]: The Imprinter will warn a FarCom-aligned Cogmind against trying to use the machine. If the machine is used anyway, the Zionites will take it as an attack and turn hostile.|RIF: A RIF-aligned Cogmind will turn Zion hostile when attempting to enter in the first place.|[[Revision 17]]: Revision 17 will be afraid of an imprinted Cogmind and will not attack -3 [[Research]].|[[Scraptown]] hostilities: Zion will become hostile to Cogmind who has become hostile to the UFD.|[[UFD]]: If Cogmind is a UFD member, The Imprinter will tell Cogmind that the imprinting machine vetting process will take a while and to come back another time.|[[Warlord]]: Warlord will be disappointed in an imprinted Cogmind and will not attack -2 Research.[[/List]]

[[Heading]]Fighting[[/Heading]]
Fighting Zion can be a risky feat for an unprepared Cogmind, but not particularly challenging if going in with a plan. The majority of the [[Zionite|Zionites]] are initially unarmed, although they can scavenge through the Twisted Machinery tiles in order to find several (usually weak) types of guns or melee weapons. Zionites will also appear out of the machinery tiles and instantly attack. This will only happen if Cogmind is within a few tiles of some machinery, so using explosive weaponry on these tiles is highly recommended to avoid unnecessarily fighting extra bots. It is not possible to destroy this machinery beforehand, as destroying too many of these tiles will cause Zion to turn hostile. After attacking, use launchers to take the machines out at range to avoid getting sneak attacked.
One of the largest benefits and threats to fighting Zion is the [[Z-Hero]] spawn. There is a chance that a hostile Hero will spawn at the Caves exit and roam around the map. It is important to have a plan to deal with some of the stronger Heroes like [[99-TNT]] and [[P1-3CE]], even if that plan is only to spot them first and run to avoid getting spotted in return. Other heroes like [[ME-RLN]] are easier to kill. All of them can provide incredibly strong unique loot. Another big reason to fight is the [[Imprinter Data Core]] that will guarantee access to the [[Zion Deep Caves]] if no other methods are available. One thing to note is that the Imprinter will not stick around long after attack. 300 turns after Cogmind angers Zion, the Imprinter will disappear and it will not be possible to get her Data Core. Starting hostilities by attacking her is recommended for this reason.

[[Heading]]Notable Locations[[/Heading]]
[[Gallery]]Zion Cloak Generator.png|A Cloak Generator machine (they don't do anything)|Zion Visual Enhancement Terminal.png|Bot with a ""Visual Enhancement"" hack|Zion Visual Enhancement Hack.gif|Effect of using previous ""Visual Enhancement"" hack|Zion Butterfly Terminal.png|Derelict talking about ""Symbols and butterflies"" with Terminal hack|Zion Butterfly Hack.png|Effect of using previous ""Symbols and butterflies"" hack|Zion Broken Bots.png|A Derelict analyzing broken [[0b10]] bots|Zion Broken Bots 2.png|More broken bots with various parts strewn around|Zion Decoder Chips.png|Stash of [[0b10 Decoder Chips]]|Zion Warlord Parts Stash.png|Stash of Warlord Derelict parts|Zion Mak Stash.png|Stash of Makeshift parts|Zion Launcher Cache.png|Derelict with stash of [[Launchers]]|Zion Programmer Couplers.png|Derelict with stash of [[Relay Coupler [Programmer]|Programmer Couplers]]|Zion Processor Stash.png|Derelict with stash of Processors|Zion Authchip Stash.png|Derelict with stash of [[Authchips]]|Zion SDI Derelict.png|Derelict that gives [[Self-destruct Interrupter|Self-destruct Interrupters]]|Zion Hacking Drone Bay.png|Derelict that gives a [[Hacking Drone Bay]]|Zion Craig With Stick.png|CR-A16 who gives their [[CR-A16's Pointy Stick|Pointy Stick]]|Zion Deep Caves Code.png|Derelict that gives the codes to the Deep Caves Terminals|Zion Mobile Refinery.png|Derelict that has created the [[Mobile Refinery Mk. CCLXVII]]|Zion PAFG.png|Derelict that has created the [[Phasing AFG]]|Zion Storm Laser.png|Derelict that has created the [[Storm Laser]]|Zion Bomb Factory.png|Derelict that has created the [[Bomb Factory No. 2]]|Zion RU-N14.png|RU-N14 with their [[RU-N14's Throwing Claymores|Throwing Claymores]]|Zion V3-CT5.png|V3-CT5 with their [[GAL Module]]|Zion Schematic Archives.png|Tinkerer with [[Schematic Archive|Schematic Archives]]|Zion Schematic Terminal.png|Terminal with Derelict weapon [[Schematic|Schematics]]|Zion Megawrench.png|Megawrench repair Derelict that will fully repair all attached parts, including faulty prototypes|Zion Allies 1.png|Group of friendly Derelicts that will follow Cogmind when spoken to|Zion A8.png|[[A8]] appearing with a code that summons [[Enhanced Grunt]] allies|Zion Caves Exit.png|Proximity Caves exit|Zion Deep Caves Exit.png|Zion Deep Caves exit[[/Gallery]]
There are a wide variety of encounters in Zion. A few are useless, some are more niche, but most are going to have a use in many builds. Every game has a half dozen or so of these encounters available and it is likely that most builds will get something nice out of the trip.
[[Heading:2]]Exits[[/Heading]]
There are 2 types of exits in Zion:[[List]][[Proximity Caves]] exit: This exit is on the top right side of the map near where Cogmind spawns.|[[Zion Deep Caves]] exit: This exit is on the top left side of the map protected by locked blast doors. The doors can be unlocked with a random Derelict event that will provide the hacking codes or with the same codes obtained by using the [[Imprinter Data Core]]. Additionally, the doors can be broken into with a very powerful Impact weapon ([[Impact Mace]] with high speed momentum required), an overloadable Thermal cannon like a [[Cld. Particle Cannon]], or by using a [[Plasma Cutters|Plasma Cutter]]. The Sealed Blast Doors have an armor value of 45 with 0% thermal resistance but many other strong resistances.[[/List]][[Heading]]Events[[/Heading]]
[[List]](+/-) [[Hunter]] attack: A Hunter disguised as a Derelict will sneak up to the gates of Zion and attack the Marauder guards. This will usually result in the quarantine array being destroyed and the Hunter losing the fight. The dropped parts can be collected by Cogmind but will quickly self-destruct.[[/List]]","Spoiler","","","","","",""
"Zion Deep Caves","Location","The Zion Deep Caves, or ZDC, is a [[Branch]] off of [[Zion]] that seems to serve as a sort of base of operations for the [[Imprinter]] and the [[Zionite (Group)|Zionites]]. This is a very combat oriented map that requires a lot of preparation to complete entirely. It is possible for a very fast flight build to sneak in, grab one or two things, and escape, but the presence of the perfect-tracking 24 speed [[Z-Imprinter]] makes things tough.

[[Heading]]Layout[[/Heading]]
The bulk of the map has a predefined layout except for the right starting point and middle-left exit area which are slightly different every time. These two random areas are mostly empty but can contain small groups of [[Assembled (4)|Assembled]] and a disabled [[Surveybot 24]]. To the left of the starting area are a big Z-Facility machine, a huge explosive Z-Power, and some [[Z-Technician|Z-Technicians]] working on the machine. Above and below are [[Z-Light (5)|Z-Light]] guards. On the top and left side there are Zionite item stashes. To the left side of the exit area is a collection of assorted broken Derelict bots and highly damaged parts. There is an [[Exiles (Location)|Exiles]] item near the top of the area. The far left is an Impregnable Wall which contains a large amount of Assembled and 2 [[Assembler|Assemblers]]. The wall is guarded by a [[Golem]] above and below. There are also some Wall Chambers that drop [[GOLEM Unit|GOLEM Units]] when destroyed. The units will start regrowing into hostile Golems.
[[Heading:2]][[Z-Imprinter]][[/Heading]]
After entering the center portion of the map, there will be an alert [[GameText]]NEW_ZION: Z-Facility proximity alert.[[/GameText]] When this happens, the Z-Imprinter will appear at the exit and head directly to Cogmind, with 2 [[Z-Light (5)|Z-Lights]] following behind.
[[Heading:2]]Impregnable Wall[[/Heading]]
[[Image]]ZDC Wall Activation Zone.png|Approximate wall activation zone[[/Image]]
The Impregnable Wall on the far left side of the map cannot be destroyed by any method. However, a small portion of the wall in the center will open automatically when Cogmind enters a nearby area or if one of the wall chambers containing GOLEM Units is opened.

[[Heading]]Rewards[[/Heading]]
While quite challenging, there are some very strong unique rewards on this map. GOLEM units are only available here and can provide a strong build in a-box. [[Asb. Focal Cannon|Focal Cannons]] will tear through most anything in the game quite easily. The [[Asb. Combat Suite]] is a unique part that combines [[Phase Shifters]], [[Ranged Targeting Utilities]], and [[Core Analyzers]] in a single slot. The [[Surveybot 24 Chip]] is the strongest type of [[Terrain Scan Processors|Terrain Scan Processor]] in the game. [[Zio. Weapon Casing|Weapon Casings]] can protect late-game super-weapons from harm. The [[Zio. Biocell]] is an early way to gain a mostly identical [[Exp. Energy Well]] early in the game.

[[Heading]]Strategy[[/Heading]]
See [[Strategy/Maps/Zion Deep Caves]]

[[Heading]]Notable Locations[[/Heading]]
[[Gallery]]ZDC Assembled Flower.png|A small group of Assembled|ZDC Surveybot.png|[[Surveybot 24]]|ZDC Exit.png|Exit to Caves[[/Gallery]]
[[Heading:2]]Exits[[/Heading]]
There is only one type of exit in Zion Deep Caves. An exit to Proximity Caves will appear in the middle-left area of the map.

[[Heading]]Events[[/Heading]]
[[Image]]ZDC 5H-AD0.png|5H-AD0 greeting Cogmind[[/Image]]
[[List]](++) [[5H-AD0]]: When entering, 5H-AD0 will join Cogmind in investigating the map. They will leave after exiting the map or when they fall below approximately half core integrity. They are a huge assistance in fighting most of the enemies in the map, particularly the Z-Imprinter.[[/List]]","Spoiler","","","","","",""
"Zionite","Bot","Zionites are weak [[Derelict]] bots with a truly random assortment of makeshift parts (loadout not being awful not guaranteed), living mostly in [[Spoiler]][[Zion]][[/Spoiler]] with useful tips. Can also be found in a variety of events.
Zionites have a decent core exposure and low core integrity, but can overwhelm through numbers.","","","","","","",""
"Zionite (Group)","Bot Supergroup","","Spoiler","Imprinter,Zionite,Z-Courier,Z-Drone,Z-Imprinter,Z-Technician","","","Z-Heavy,Z-Light,Z-Experimental","",""
"Zip Rocket","Part","","","","","","","",""
"aoemica's Flight Guide","Other","[[Heading]][[B]][[Color:Red]]WIP[[/Color]][[/B]][[/Heading]]
[[Heading]]Intro[[/Heading]]

[[Heading]]Basic Strategy[[/Heading]]

[[Heading:2]]Materials[[/Heading]]

[[Heading:2]]Factory[[/Heading]]

[[Heading:2]]Research[[/Heading]]

[[Heading:2]]Access[[/Heading]]

[[Heading]][[aoemica's Flight Guide/Good Parts|Good Parts]][[/Heading]]
See [[aoemica's Flight Guide/Good Parts/Power|Power]], [[aoemica's Flight Guide/Good Parts/Propulsion|Propulsion]], [[aoemica's Flight Guide/Good Parts/Utilities|Utility]], and [[aoemica's Flight Guide/Good Parts/Weapons|Weapon]] recommendations.

[[Heading]]Slot Evolutions[[/Heading]]

[[Heading]]Alignments[[/Heading]]
","","","","","","","aoemica's Flight Guide/Advanced Movement,aoemica's Flight Guide/Builds,aoemica's Flight Guide/Alignments,aoemica's Flight Guide/Good Parts,aoemica's Flight Guide/Machine Hacking,aoemica's Flight Guide/Map Strategy,aoemica's Flight Guide/Routing"
"aoemica's Flight Guide/Advanced Movement","Other","The following is a collection of some advanced movement techniques that are useful for flight. Flight is the fastest and most maneuverable propulsion type in the game, so make sure you use these traits to your advantage. Generally, these types of techniques help to avoid taking unnecessary damage. Flight doesn't often have a lot of integrity to spare, so every avoided attack can make a big difference in a run.

[[Heading]]Attack Dancing[[/Heading]]
Attack dancing is a strategy that takes combines flight's high move speed with the low time cost of [[Actuators|Actuator]]-boosted melee attacks in order to maximize evasion bonus and reduce damage taken in combat. It works best with a full evasion stack of a [[Phase Shifters|Phase Shifter]] and a [[Reaction Control Systems|Reaction Control System]]. The general technique is to take one or two swings at a bot (depending on both your and your target's volley time) and then take moves backwards before the bot gets a chance to attack. By doing this, you decrease the ranged targeting bonus your opponent gets by you being close to them (from +15% to +12% or less depending on moves) as well as gain the movement avoidance bonus from flight which can be quite substantial (up to 19% at 5 speed).
This technique is most useful in the later depths of the game due to its numerous build requirements and benefits scaling with speed. It is a little niche since it only works well in 1v1 encounters, such as very powerful lategame enemies like top tier [[Behemoth|Behemoths]], [[Prototype Robot|Prototype Robots]], or [[Redacted]]bosses[[/Redacted]]. Against standard combat encounters, it may be more difficult to pull off due to layout or being fired at by multiple bots at once. Continuous attacks are more effective in most cases.
The specifics for this technique are as follows:
[[List]]
Determine your base volley time. For example, a [[Nanosword]] with [[Femtoactuators]] or 2 [[Nanoactuators]] has a volley time of 125. Follow-ups can impact this time a little bit, but ignore that for now.|
Determine your opponent's average volley time. For example, a [[B-99 Colossus]] has a volley time of 350.|
Determine how many attacks you can perform per one of their attacks. In this example, you can get 2 125 TU swings inside of the Colossus's 350 volley time, but not the 3rd.|
Perform your 1-2 attacks before the bot gets a chance to move.|
Move away from the bot for as many moves as you can. You may want to consider overloading at this point.|
Once the enemy has made their attacks with reduced accuracy, go back to them and continue attacking.|
Repeat
[[/List]]
If you want to get min-max this technique, you can try to calculate the exact sub-turn time units and determine how safe you are to get follow-up attacks. In most cases this added delay is not a major factor, but if your volley time + 2 moves is very close to your target's volley time or you have a lot of melee weapons and an [[Actuator Arrays|Actuator Array]], you may want to consider skipping an attack in order to align your attacks better so you don't get take an extra volley with reduced evasion.

[[Heading:2]]Machine Dancing[[/Heading]]
A variant of attack dancing is to use map layouts, particularly machines, to continuously attack an enemy without ever giving them a chance to attack. In this case, your attack and movement speed combined need to be less than the opposing bot's movement speed instead of their volley time. By performing your attack and then retreating around a corner where the bot can't hit you, you can get an unlimited number of attacks off without being hit in return. This requires weapons with 0 delay and/or super high speed and generally only works against slower targets like [[Sentry|Sentries]].

[[Heading:2]]Examples|Attack Dancing Examples[[/Heading]]
[[Gallery]]Attack Dancing.webp|Attack dancing against a [[Behemoth]] with a [[Nanosword]] (note how many projectiles miss)|Machine Dancing.webp|Machine dancing against a [[Sentry]] with a [[Longsword +1]][[/Gallery]]

[[Heading]]Bot Looping[[/Heading]]
Bot looping is a technique that can be used to lose persistent pursuers like [[Programmer|Programmers]], [[Hunter|Hunters]], and [[Sentry|Sentries]]. Rather than running away from hostiles that are actively tracking you into the unknown or a busy corridor, this strategy revolves around using a known safe loopable area to force them to lose tracking. The key element of a potential loop is that the area must be large enough for you to loop without them spotting you. Ideally, the loop should also have no other hostiles nearby. If you have a suitable area, just run around the loop in circles for as long as you need to until the bots have lost tracking on you. [[ECM Suites]] help reduce the amount of time looping takes, though they are not required to perform this technique.
Note: When looping multiple bots at the same time, don't get too far ahead in order to keep them as grouped up as possible. If you go too far ahead you might end up splitting the squad into two and get pincered. If you are over halfway through the loop, that's when some of the bots in the back may turn around and decide to go the other way. If this happens, you might end up having to go a different route or else running past one of the pursuers.

[[Heading:2]]Examples|Bot Looping Examples[[/Heading]]
[[Gallery]]Extermination Looping.webp|Looping an [[Extermination Squad]] of [[Programmer|Programmers]] around some rooms in [[Research]][[/Gallery]]

[[Heading]]Bot Luring[[/Heading]]
Bot luring is a technique that pulls hostiles out of position so you can do something in the area they were previously in. For example, you may want to grab an item from a cache, interact with a machine, kill a guarded [[Hauler]], or pass through a corridor. The gist of this technique is to get noticed by some way so that the target bot(s) are chasing you instead of hanging around the area you want to go to. [[Security Squad|Guards]] can be [[Partial Spot|partial spotted]] which can avoid taking an extra volley. If you do this, make sure to overload all overloadable propulsion to decrease the chance of getting hit while performing this technique. Some other methods of gaining attention are to shoot a long-ranged weapons like [[Ballistic Cannons]] at them or to get intentionally spotted by a [[Watcher]]. If you are trying to get noticed by visual range alone, try to do it in a way that machines are blocking the line of fire to avoid extra shots.

[[Heading:2]]Examples|Guard Luring Examples[[/Heading]]
[[Gallery]]Guard Luring.webp|Luring a [[Sentry]] out of a room in order to safely grab an item from the floor|Patrol Luring.webp|Luring a [[Patrol Squad|patrol]] of [[Grunt|Grunts]] into a room to safely bypass a corridor[[/Gallery]]

[[Heading]]Greenbot Armor[[/Heading]]
Greenbot armor is a technique that involves hiding behind green [[0b10 Non-combat Bots]] in such a way that hostile bots won't be able to shoot through them to hit you. This technique is most effective when horizontally or vertically aligned with the bot you don't want to shoot you since other alignments usually allow for some kind of firing angle. While it works best in 1-tile wide corridors, this isn't the only place this works. Most frequently, [[Security Squad|Guards]] are the best targets of this technique, especially [[Sentry|Sentries]] and [[Heavy|Heavies]].
The primary reason to use this technique is to be able to run past a bot standing in an inconvenient location without being shot at. Busy corridors naturally have lots of non-combat bots pathing through it. In a pinch, you can always drop a part to try to lure a [[Recycler]] or destroy a wall to lure an [[U-05 Engineer|Engineer]].

[[Heading:2]]Examples|Greenbot Armor Examples[[/Heading]]
[[Gallery]]Greenbot Armor.webp|Using non-combat bots to safely make it to an exit[[/Gallery]]

[[Heading]]Kiting[[/Heading]]
Kiting is a technique that combines superior movement speed of flight with [[Visual Processing Units]] and long-ranged weaponry like [[Ballistic Cannons]]. By taking advantage of your range and backing up when the bot you are shooting at comes close, you can reduce or even completely negate damage taken by fighting squads. Any weapon with a range longer than the bot you're fighting can be used, although you can fire more times before having to reposition with a larger difference between you and your opponent. [[Weapon Cyclers]] also help to maximize the number of volleys you can perform in your window of opportunity. Since airborne and leg-based bots get avoidance bonuses while moving, [[Targeting Computers|Targeting]] or a [[Weapon Mount]] help you hit more shots while kiting.
In order to kite successfully, you need wide open corridors or paths in which to fire down. Some maps are better for this than others. For example, [[Factory]] is great with its tendency to produce many long open corridors, while [[Research]] is much more labyrinthine, favoring smaller and closer rooms. Depending on the layout, you may be able to loop through another path in order to keep shooting down your kiting corridor after you've ran out of space.

[[Heading:2]]Examples|Kiting Examples[[/Heading]]
[[Gallery]]Sentry Kiting.webp|Kiting a [[Sentry]] with a [[Tri-rail Accelerator]] to take no damage[[/Gallery]]

[[Heading]][[Sneak Attack]] Preparation[[/Heading]]
Sneak attacks are a great way to get the drop on troublesome combat and non-combat bots alike, though they are a little more difficult to achieve than simply walking up to a bot and hitting it. Even on flight's fast speed, you may not always get the drop. One of the best techniques to get a sneak attack is to allow a bot to [[Partial Spot]] you and then come in or out of the room they are in. It's better to move back and forth around a corner rather than just pressing the wait key until they show up. For faster bots, you may need the extra time. For slower bots, it's still nice to get a tiny bit of extra momentum damage. You can also use this technique on [[Watcher|Watchers]] if you predict where they are headed. Just move back and forth next to the door and smack them when they peek in.

[[Heading:2]]Examples|Sneak Attack Examples[[/Heading]]
[[Gallery]]Watcher Sneak Attack.webp|Sneak attacking a [[Watcher]][[/Gallery]]","","","","","","",""
