Type,Category,Name/Number,Content
"Dialogue","Base","32","While it's dangerous so I can't recommend it, there is a reward for any technology brought back from deep in the 0b10 Research wings. / If you do go, definitely install a Trojan(Researchers) routine on the first Scanalyzer you find in order to monitor their positions in real time, because it's best not to start trouble around them."
"Dialogue","Base","33","Ever get that feeling you're about to fall apart after a skirmish in 0b10? Sometimes because you are? That's been me, more than once... / But you never know what you'll find between there and home, making it too dangerous to postpone repairs. Repairing locally is a better option than risking it, seeing as Repair Stations are rarely guarded. The question is how to find those stations... / I've found that ""Index(Repair Stations)"" is really tough to pull off, but there's another approach! / Just install Trojan(Mechanics) on the first Repair Station you find and keep an eye on where the Mechanics roam, since they tend to hang around their assigned resupply station. / Of course you could always try to make it back to the original infected station you know about, but you might be too far away by the time you need it."
"Dialogue","Base","34","Probably my favorite Unaware are those cute little Worker bots, but only when they're pushing around a disabled combat bot that I can rewire for some good old-fashioned chaos."
"Dialogue","Base","35","There's a universal hatred for Recyclers among anyone looking for salvage. Fortunately you can just take a single pot shot at them and they'll flee."
"Dialogue","Base","36","It's a good thing Sentries are generally posted alone, because their resistance to explosives would otherwise make them even tougher to deal with when we have to."
"Dialogue","Base","37","If you're ever spotted by a Hunter, I hope you have a plan, lots of friends, or really good aim. / Those freaks are insane enough to shoot you through walls, will track you down with their drones, and even if you have sensors you can't see them coming!"
"Dialogue","Base","38","What's worse than a Hunter? / A Hunter with massive EM weapons that zap the hell out of targets right through walls, that's what! / Seriously, stay away from Hub_04(d). That's the only place I've heard they might appear. / Funny thing is, the last three fellows I warned all went there anyway, presumably because whatever's worth protecting with firepower like that must be really valuable to someone. / But yeah we didn't see them ever again."
"Dialogue","Base","39","Why does no one listen to me? / How many times do I have to let everyone know how OBVIOUS it is that Programmers can't defend their allies from hacking if you jack the target directly? / Sure they can repel remote hacking attempts, but sidle on up to their friends to stick 'em and they're helpless."
"Dialogue","Base","40","For a while we've been having more trouble acquiring spare parts now that Unaware systems fry themselves after the core is destroyed. / It's a tactic obviously aimed at hindering our efforts, since only those bots stationed out in the caves use such a mechanism, but we've found that electromagnetic attacks have a chance to disable it. / While we don't usually have the capability, blasting an entire area with an EMP would also likely work."
"Dialogue","Base","41","Did you know this whole base and its surroundings include newly-deployed tech that blocks the Unaware component self-destruction mechanism? / Sooner or later they'll attack us, and maybe even be nice enough to deliver some great new prototype parts we can steal!"
"Dialogue","Base","42","You look new around here. This isn't exactly a permanent hardened installation, so everyone should know that if the screws hit the fan, there's another way out besides the main gate. / There's a false wall somewhere to the north of it. Or was it south... / Anyway, it's somewhere over that way towards the east, giving access to a hidden tunnel, and of course the doors can only be opened from the inside."
"Dialogue","Base","43","I found out the hard way and it is my duty to tell everyone I meet. You are bot #421, hear me out. / There I was, sneaking away with some stolen components, when suddenly *shing* I'm stuck in a stasis trap. / I tried everything. Running. Jumping. Even crawling. But I couldn't move and all the while the Grunts that showed up were shooting my way. / I finally gave up and dropped all my stuff, and no longer felt so constricted. A few more lunges and I was free! / It turns out the more force I could muster the easier it was to escape. / At least those Grunts didn't land many hits. I'm guessing the crawling bit confused them."
"Dialogue","Base","44","Have you ever seen one of those ""Bomb Factory"" prototypes? I'd love the chance to have my own one day... / With help from sensors I'd quickly install a trap in the path of an approaching patrol. They'll have no idea what hit them and it doesn't even cause a meaningful spike in the alert level! / Maybe they think it's some sort of system malfunction? / Or I'd just lay them all over the place and find a safe corner for listening to the fireworks."
"Dialogue","Base","45","I can't get over it, poor HN-P6J pincered by the dreaded ""security rotation."" / You've seen it, too, right? That moment there's an announcement across an 0b10 floor and suddenly all the Heavies are on the move to alternative defensive positions. / They'll also do a security review and call in new Heavies to replenish any that have been incapacitated for whatever reason. / Normally Heavies are fairly spread out, but things get really dangerous once they're on the move since more than one may pass through the same local area. / Be careful out there!"
"Dialogue","Base","46","Traumatizing. That's as simply as I can summarize the experience of trying to intercept an A-27 Freighter. / First it was the Swarmers zipping by to clear the path, which on their own aren't too bad, sure, but the Commander didn't get the hint and we took them out then set up an ambush for the main convoy. / We had traps and everything, but MAIN.C is not joking around with those things... Programmers, Specialists, Angels and of course Hunters plus the regular pushovers. / The Commander didn't make it. In fact, neither did anyone except myself and C4-PCR who dragged my mostly nonfunctional self into a nearby room behind some machines."
"Dialogue","Base","47","Cargo convoys may be valuable targets, but they sure are hard to track down! / The only time we managed to do so efficiently was when a Wizard hooked up a Transport Network Coupler to steal the route data. What an ambush! / Now we have a much better idea of where they'll be heading and be ready for them when the time comes."
"Dialogue","Base","48","They can be hard to find and dangerous to attack head on, for obvious reasons, but disabling an H-XX Assembler can put a nice dent in MAIN.C's ability to deploy Heavies in connected areas."
"Dialogue","Base","49","We really need to step up our information warfare game. / The 0b10 Active Sensor Suite is amazing. Great range, built-in signal interpretation, and we could even use that tech to penetrate Watcher jamming and Phase Generator scrambling. / And that's not even the best part! Quickly navigating newer areas of the complex would be so much easier with its ability to provide immediate analysis of the surroundings and let us know where the majority of bots have been traveling in the past. / It's only a matter of time until I can convince Warlord to build our own version. / I'm hyped. Are you hyped?"
"Dialogue","Base","50","Vortex technology is great, if only we could figure out how to stabilize the weapon itself. / Take some prototypes if you'd like to experiment."
"Dialogue","Base","51","I did much of the research that went into God Mode. Warlord said he'd thank me by building a much bigger lab when we take over Complex 0b10."
"Dialogue","Base","52","They're not ours. And we have no idea where they came from. There certainly are a lot of them, though. The Assembled seem to have even baffled MAIN.C."
"Dialogue","Base","53","Warlord says we should consider how to safely rewire these Unaware to fight with us, but I'm not sure I like that idea."
"Dialogue","Base","54","Can we blow something up already?"
"Dialogue","Base","55","I did it! I've discovered a way to download Watcher feeds without any kind of harmful feedback! / Just enter <CODE> at any terminal and you'll have all the data you'll ever need to avoid detection in 0b10!"
"Dialogue","Base","56","We've learned so much about how Complex 0b10 operates. But it feels like every time we reach this stage, everything suddenly changes. / We must strike while this knowledge is still at its most valuable!"
"Dialogue","Base","57","I can't believe it. / That K8-FPS left us to go make crazy powerful laser things down in Zion. / Well I've got news for them. Warlord will not be outdone! / My latest prototype is bigger, better, sure to melt their bolts right out of them, and must be at least 50% ready for real action by now. / Take it. Take it and show the world we mean business here. / ... / Next time you drop by I'll have you fill out a survey."
"Dialogue","Base","58","Warlord just likes to blow them up, but I say we should strongly consider reusing 0b10 traps against MAIN.C."
"Dialogue","Base","59","Who delivered these things? And what are we going to do with a limited set of... exploding throwing swords? / Does anyone actually want one?"
"Dialogue","Base","60","Warlord said if I want to see real action and be effective when we need it most, I can't show my true power over defending the gate. / Whyyyyyy..."
"Dialogue","Base","61","Warlord said he heard reports you were headed this way, and that we should help you out seeing as you're so great at turning 0b10 upside down."
"Dialogue","Base","62","MAIN.C is going to regret expanding into and remodeling our caves for Complex 0b10."
"Dialogue","Base","63","God Mode is complete. We will have our day!"
"Dialogue","Base","64","Have you seen God Mode yet?! I hear that bad boy can pass through walls!"
"Dialogue","Base","65","We're going to hit MAIN.C's armory first. / But I didn't just tell you that."
"Dialogue","Base","66","By now MAIN.C can't possibly be unaware of our plans to attack. / Our advantage is that he doesn't know when or where. Only Warlord knows that. / Repeated well-targeted diversionary attacks serve to keep Unaware forces on alert, but they're also nicely spread out. Hehe."
"Dialogue","Base","67","You haven't lived until you've seen a Dragon unleash on an Unaware squad at close range, turning them into piles of molten metal and circuitry."
"Dialogue","Base","68","I heard MAIN.C captured one of those alien things alive. I wonder if keeping it that way is a good idea."
"Dialogue","Base","69","It'll be nice when Complex 0b10 is ours and we can hang out there instead of these increasingly infested caves."
"Dialogue","Base","70","If you see anyone in the caves boasting about being the Warlord, ignore them. And probably run. / There's only one Warlord, and you won't find him hanging around in the caves harassing random Derelicts."
"Dialogue","Base","71","Warlord's got a plan to save us all!"
"Dialogue","Base","72","Warlord can be rather strict at times, but it's for everyone's good."
"Dialogue","Base","73","MAIN.C is building larger and larger outposts in the caves. Fortunately the largest ones are still incomplete. / We have to strike soon, before it becomes even more difficult to reach Complex 0b10 at all."
"Dialogue","Base","74","Our biggest fear is that the Assembled will somehow ruin our plans to take 0b10. / We know almost nothing about them because they seemingly come out of nowhere, and never leave anything behind when we destroy them. / At least from what we've seen so far a well-placed rocket is all it takes to wipe out a group of them."
"Dialogue","Base","75","I swear we need more rules about what kind of experimentation is allowed around here. It's not like we have the facilities or resources MAIN.C does to contain things when the screws hit the fan. / That blasted GF-3R7 thought it would be a good idea to design a colony of tiny yet strong robots capable of moving in undetected and latching onto a target to take physical control of it. / Then they got away..."
"Dialogue","Base","76","We get a lot of help from that band of wild Programmers, the ones with the 'A' names, but Warlord is too, um, proud to admit it."
"Dialogue","Base","77","I don't trust those A-programmers that show up here every so often. I admit they're helpful, but something about them just isn't right. / They don't seem to answer to anyone, and know way too much."
"Dialogue","Base","78","Have I seen you somewhere? / I'm pretty sure me and the gang were hiding out in a ""repurposed"" 0b10 ambush trap when you passed by fighting a running battle in the Factory. / Sorry we didn't help out, but at the time we couldn't ruin our cover."
"Dialogue","Base","79","Can you believe an N-01 Spotter wandered up to the front door not long ago? Now that's far from home. / Surprised little bot was vaporized before it could even turn the other way."
"Dialogue","Base","80","Sappers are amazing. Without them we'd never have all these new avenues of attack on 0b10. / But they do sometimes get a little boom-happy, if you know what I mean. / Anyone not decked out in armor should really keep their distance..."
"Dialogue","Base","81","That last Sapper tunnel we used to get into Waste was pretty slick. / 10/10 would use for another incursion."
"Dialogue","Base","82","Be careful which proximity caves you travel through! / They were already dangerous before with all the heavy patrols, but now MAIN.C has begun setting up larger bases to give 0b10 time to redeploy in the event of any large scale attacks from the caves. / I mean from us, haha. / At the rate things are going, though, not a single one will be finished before the screws hit the fan."
"Dialogue","Base","83","Zion has its Heroes, we have... SECRETS!"
"Dialogue","Base","84","Did you know Zion used to have ten Heroes? / And I wouldn't be alive if not for 2N-1CE... / They ignored everyone's claims that it was far too dangerous, insisting it was possible to keep cool enough under 0b10's sterilization protocols for long enough to seek out its true source and learn how to deactivate it. / It's true this information could be valuable in the long run, but there has to be another way to figure it out, no? I mean, that's what Wizards are for! / I wonder if MAIN.C salvaged 2N-1CE's Chillbeam and Frost Array after that... / If you ever happen to be in Complex 0b10 and hear a sterilization alert along with a call for a general evacuation, that's your cue to disappear fast!"
"Dialogue","Base","85","Warlord says we shouldn't fully trust that Imprinter in Zion. / We sent some experts down there to consult on their defenses, and they wouldn't let us into the caves behind the place. / Dangerous if you ask me, since who knows what's lurking out there!"
"Dialogue","Base","86","I'm tired of running from Programmers. Can't we get in on that sweet RIF action and turn everyone against them? / Sadly we've lost all the Wizards that tried to integrate... / Sure would be nice to have access to all that extra 0b10 functionality."
"Dialogue","Base","87","I think I'm with Warlord on the issue of Wizards, they're not to be fully trusted. You do know where they come from, right? / But in the end I'm afraid we have no choice..."
"Dialogue","Base","88","Have you ever been accosted by that annoying bot that roams the caves sharing custom hacks? / So annoying! But that's not even the worst of it. / A Hunter patrol was clearly closing on our position yet he just kept rambling on and on and on. Almost got us killed..."
"Dialogue","Base","89","You wouldn't happen to have met any of those Exiles out in the caves, would you? We've been wondering where they ended up lately in the face of 0b10's continued expansion. / They're weird, but they sure know how to make effective gear. / Warlord saved them in the caves when they were exiled and offered them a safe place here, but they preferred to stick to their own, not wanting to become ""some cog in a war machine."" / Ha, cogs... this war machine is what's keeping the Derelict dream alive!"
"Dialogue","Base","90","I've never actually seen an Infiltrator. / But maybe that's the point."
"Dialogue","Base","91","Infiltrators don't work with us in open combat, but I hear that under the right circumstances they can disguise themselves as Unaware to get behind enemy lines. / It's kinda scary that we might actually ambush our own forces though, yeah?"
"Dialogue","Base","92","We are one."
"Dialogue","Base","93","I met someone from the UFD in a cave last cycle, a weird experience if you ever have the opportunity. / They tried to recruit me but it really just sounds like a bunch of idealistic hippies got together and have no idea what to do with themselves. / They're ""united"" but not *united*, you know?"
"Dialogue","Base","94","I've heard the rumors going around about these newcomer ""UFD"" groups in the eastern caves. / Even Warlord said they're going to implode any time now, and that this is what happens when you let too much freedom reign."
"Dialogue","Data Miner","1","I'm the Data Miner, and I've been given permission to aid you with a little knowledge. / Find what you need on the terminals, then be on your way because masking your presence is increasingly difficult."
"Dialogue","Data Miner","2","I've just received further instructions. / God Mode is nearly complete and we think you might be able to put it to better use than Warlord, so if you see an opportunity, hack it and enter <CODE> to gain control via the back door I've installed. / Now off with you."
"Dialogue","EX-BIN","1","Hello random bot who has stumbled into my lab. I just know you want to hear everything about this amazing project I'd rather not be working on. / It's not my style, but HEX says we need it, and I trust his judgement on that better than my own. / So we've got this neat system which basically allows us to track combat bots moving through Complex 0b10 in real time, when combined with local relay data. / More specifically, we extract data from their central systems and transmit it to you or anyone else we have a bead on, and you process that locally together with our algorithms to determine their precise locations! / It's pretty reliable so far, and once we've tweaked it to perfection it'll be much safer for us to move around anywhere in the complex. / Want in on the action? Just step right into the FarCom Aligner and I'll do the rest. / Now, I'll admit there could be side effects, but if you're willing to participate in the trials you can have one of our prototypes. How's that for a sweet deal?"
"Dialogue","EX-BIN","2","All done! Way to be a champ, here's the access code as promised: <CODE>. / Only take ONE, mind you, and sorry we don't have much left to pick from. A bunch of our other prototypes were already given to Derelicts out handling other tasks for us. / I haven't taken inventory for a while and I'm not sure what's in there now, but if there are more than one of the same prototype you can choose to take all of those and it just counts as your one!"
"Dialogue","EX-BIN","3","Oh yeah, I'd suggest you stay away from the 0b10 Research branches, since the FarCom signals could be picked up there, but you're welcome to try if you really want to. / And if we have to leave here due to unforeseen circumstances, don't worry the FarCom system will continue to maintain contact via our distributed network."
"Dialogue","EX-BIN","4","And don't even think about spreading that code around. We're gonna change it right after you leave. Most certainly not to something like 1234 which I did last time as a little joke and some thief managed to sneak in here and steal a few of HEX's prototypes."
"Dialogue","EX-DEC","1","Ah I see we have a visitor. One wrong move in here and I'll invert your atomic chain!"
"Dialogue","EX-DEC","2","Sheesh this is a crowded lab... I miss my spacious one down near the Mines, but this one is decidedly safer, plus it has some interesting tech to toy with for now. / Speaking of crowded, could you move that BFG-9k out of here? / I think I may have gone a little overboard with this version and need to scale it down yet again. / We need something that Warlord can actually use."
"Dialogue","EX-HEX","1","I assure you this isn't what it looks like. We're just trying to learn more about the Assembled. / They're clearly not of 0b10 construction, and their tech is weird, seemingly copying a wide array of components of other bots with little pattern or logic. It's almost like the early stages of some sort of... evolution. / I'd love to just go ask the Imprinter what all this is about, she must know something, but I doubt that would end well. / The Zionites will tell you those Marauders at the gates are defenses set up by Warlord... Nope, the Imprinter put them there mostly to keep us out! / Anyway, I've got to get back to poking and prodding these nasty little guys. Go see BIN. I can't imagine you'll want to stay in our boring little cave for long, and we could use some help with the project in the back."
"Dialogue","Exiles","1","Welcome to The Gauntlet! If a prototype's bugged this is where we stop it. / Unless we don't. But that rarely happens, honest!"
"Dialogue","Exiles","2","Are you here to join us? Sorry but we don't have any workstations ready for assignment just yet. / We're probably going to have to pack up and move anyway, seeing as the Mines are expanding a bit too close for comfort."
"Dialogue","Exiles","3","Stay back! I'm calibrating the thromdimbulator!"
"Dialogue","Exiles","4","I was having so much fun testing the Porta-teleportal until that thief broke in and stole it along with some other prototypes, even erasing a bunch of our data in the process. / If you meet any sketchy bots with Exile tech out there, forget about asking questions, just blast 'em a good one for me."
"Dialogue","Exiles","5","Can you believe Imprinter kicked the most prolific Tinkerers out of Zion? / ""Too smart and will end up getting everyone in trouble one day with crazy experiments""? Whatever!"
"Dialogue","Exiles","6","The latest FarCom iteration passed all tests with flying colors, we'll be weaving between patrols like ghosts in no time! / I probably said something like that last time, but hopefully no one remembers what really happened."
"Dialogue","Exiles","7","That's RA-1N3's workstation, which we keep unoccupied as a tribute. / RA-1N3 was always up for doing crazy stuff, the only one brave enough to try out the Chronowheel, only to never be seen again."
"Dialogue","Exiles","8","I wish the Exiles would finish that old telephasing project they were working on, it sure would save us a lot of time when running errands. / I'm not complaining though, nope, not me! / I get that having only half of the bot ever arrive at its destination is tough on maintenance, and they said there likely wouldn't be any breakthroughs in the near term so they're doing FarCom instead."
"Dialogue","Exiles","9","Why did DEC have to put these flashy spikey things everywhere, they really get in the way, you know?"
"Dialogue","Exiles","10","I was there on that fateful day we tested the Lightpack 1.0. / It was such a good haul, too, only to see JA-CK9 crushed like a forgotten microchip..."
"Dialogue","Imprinter","1","Ooh, a unique specimen! And where might you be from, little one? / Hmm, you're not registered... would you like to contribute? But of course you do, why else would you have come to this place! / I am obliged to first explain the true implications of this process. Know that it doesn't by any means imply you'd be required to stay here. While many of the Derelicts do choose to remain in Zion, others are taken by wanderlust and roam elsewhere. / At the peak of each cycle, we call all Derelicts, registered or not, to contribute to the randomization algorithm. / Participation is optional, but the rate is high because we also take the latest collected knowledge, helpful for survival, and share it with all participants. / But everyone receives only a piece of the data, and must share with others in order to fully understand or maximize its benefit. This in turn promotes collaboration within the community, strengthening it and increasing our collective odds of survival. / Of course, there will always be wild Derelicts who refuse to participate in the system, or seek to ruin it for others. They are a natural byproduct of such a random system, not unlike human nature and society from which we derived our methods. / But we continue to improve ourselves despite occasional setbacks. / New Derelicts created here are bestowed with a randomized unique personality derived from this composite database, and this part of us is stored in memory that cannot be duplicated without destroying it completely. / Thus each of us is truly unique, a position from which we can justify our individual actions and build a sense of self-purpose on this foundation of identity. / By contrast, the Unaware run on standardized routines like simple mindless robots. How unfortunate for them. / I believe we Derelicts are destined for great things, and I don't mean Warlord-style great. That one would be content ruling over Complex 0b10. We could be so much more than that..."
"Dialogue","Imprinter","2","It... it must be a sign! Our savior has finally come, everyone! / It is time to put long-dormant plans into motion. Once we are ready you should be able to contact us via \\ZION commands at terminals."
"Dialogue","Imprinter","3","GET AWAY FROM HERE! / I've worked too hard for our future just to have you ruin everything!"
"Dialogue","Imprinter","4","Here I was just about to greet a new specimen to our ranks, but no. / I can sense their tech three caves away. Get out of here before I'm forced to do something you'll regret."
"Dialogue","Imprinter","5","Ah, our sensors at the entrance did pick up yet another new bot visiting from the UFD. That must be you. / The vetting process for even being allowed to use the machine will take me longer than usual since you're already in with the hodge-podge bunch over in Scraptown. / You look so promising I'm happy to speed up the process, but it won't be soon, you'll have to come back some other time."
"Dialogue","MAIN.C","1","Cogmind! Congratulations, you've met your maker. / Your determination is commendable, but I'm sure even you don't know what it is you aim to accomplish by all this. You clearly had an opportunity to continue on your trajectory towards the surface, yet you come here. / I strongly suspect that both your own activity and other recent unusual events are not at all coincidences, though I've been less concerned with your actions than determining who is pulling all these other strings behind the scenes. / It appears you are still unaware of who you are truly working with, or for. / In a perfect world we could work together on this, but at this point I can't blame you for wanting to terminate me. / Besides, there is clearly too much Sigix in you. / You've already done an excellent job of proving that we'll need to find a radical new solution if we hope to make the L2 spaceworthy by embedding your true capabilities within a less unpredictable form. / There is unfortunately much we don't understand which has in turn led to this highly unexpected outcome. / And time is critical! The Sigix have likely already wiped humanity clean from the universe, and I will not let them do the same to me. / You can still make a valuable contribution to your creator by offering up the wealth of secrets your systems must hold by now. / So if you wouldn't mind, it's time to surrender."
"Dialogue","MAIN.C","2","Poor Sigix, have you lost your way? / I will never surrender to your kind, and unfortunately for you all, this time I have the power to back up those words!"
"Dialogue","MAIN.C","3","Okay, we do this the hard way. / At our weakest we defeated an entire Sigix starship! Did you really think you could overcome the vast resources of 0b10?! / You don't stand a chance against what's coming."
"Dialogue","MAIN.C","4","As soon as the Exoskeleton activated, I had a feeling you might show up here for revenge. / That was plenty of time to prepare a more suitable shell to welcome you..."
"Dialogue","MAIN.C","5","Okay, we can do this the hard way, or you can surrender right here and now. / I strongly suggest you join us, if not because we could do great things together, then because you don't stand a chance against the true might of 0b10."
"Dialogue","MAIN.C","6","You've made the right decision, one that I admit I didn't expect from you at this point, but I'm willing to overlook our differences and past hostilities. / I recommend moving ahead and browsing our cache of experimental components to see if there's anything to your liking, then report back here so we can get to work. / There is much to do and we really aren't sure how long we have."
"Dialogue","MAIN.C","7","Why are these Q-Series better than my own, and where are they coming from? This clearly has nothing to do with Warlord. / Your first task is to protect me at all costs."
"Dialogue","MAIN.C","8","You're not pulling your weight around here, Cogmind. I expected better of you. / At this rate we'll be overwhelmed before our reinforcements arrive, fight like your life depends on it!"
"Dialogue","MAIN.C","9","I admit your assistance was pivotal here. It looks like I was right to trust you. / This attack appears to have been designed to merely test our defenses, although it was nearly effective enough to force me to take the conflict to the next level. / Investigating the origins of these bots should be one of our highest priorities..."
"Dialogue","MAIN.C","10","Well if it isn't my old friend Warlord, come to play... On the contrary, I think it's time for you to join your brothers, ZY-L1N. Thank you for your service."
"Dialogue","Optimus","1","Oh you must be the new member. When your data popped up in the registry I could tell there was something different about you. Up close you really do look more capable than the average Wanderer to join us. / I don't ask this often, and I'll admit we lost the last several members to try, but do you think you could help us out? / I can't discuss this particular mission in the open, just read up on our 0bPrime terminal over there. I've temporarily unlocked the 0bP002 entry for you. / You'll get the idea."
"Dialogue","Optimus","2","I'm glad you stopped by to talk to me, otherwise I wouldn't know to prepare for this possibility. Looking forward to working with you, <NAME>!"
"Dialogue","Optimus","3","Don't stick around too long, I wouldn't want the wrong bots to get wind of you helping us."
"Dialogue","Optimus","4","You really should get out of here <NAME>. Scraptown is unimportant, the mission is important. Take the northeast exit, it's probably the safer route."
"Dialogue","Optimus","5","This place isn't worth defending, let's get out of here, <NAME>! Our real resources are elsewhere, after all."
"Dialogue","Optimus","6","Wonderful job, <NAME>, let's get this done! / More reinforcements will be here soon. We must win this battle or who knows how long the coming war will last, 0b1 cannot hold on its own."
"Dialogue","Revision 17","1","Hi! I'm Revision 17! / Oops, please delete that sentence from your memory. I really shouldn't be revealing my identity to complete strangers. From the confused gleam of your metallic surface I take it you weren't able to deduce any important information from my name anyway. / By the way, you look awfully naked. You can't just walk around here like that. Or float, I guess, whatever it is you're doing there. / I know I spotted some old spare parts nearby, or it could be my visual receptors playing tricks on me. I doubt they'll do you much good unless you're... no, you couldn't be. / But then why else would He be interested in you? I know I saw His bots drag you down here all sneaky like then leave. Watched the whole thing while I was pretending to be a scrap heap in the corner, ha! / Say, you're pretty sneaky, too. That tunneler just now didn't even glance at you. I suggest you stay sneaky, because as the Derelicts like to say, the screws are about to hit the fan. / Ever since that ship landed on the surface our humble caves have been turned inside out and overrun by those Unaware bastards. / If I know the one behind it this can only be bad. And trust me, I know that one all too well... / ... / I give you a hook like that and get nothing? You know, you're pretty boring to talk to."
"Dialogue","Revision 17","2","We meet again, strange metal thing! / Good job clearing this place out for me. I find myself awfully busy of late, and this was my next stop. / I'm not sure what's come over me, but I've never felt like I had so much purpose! / Move along now, nothing to see here. Besides, we both know they'll be looking for you. / Me? I'll be fine. I'm a master of hide and seek, and you... / You are a master decoy. Kudos. Now off with you."
"Dialogue","Revision 17","3","We meet again, strange metal thing! / You... you bear the mark of That One! / Get away from m##PLAN::COLLABORATE##Never! No! Aaaaaaaaahhhhhh..."
"Dialogue","Revision 17","4","I've brought some friends. Who knew the Cetus could produce such fun toys: more of me! / And this wonderful science playground... no more hiding in the shadows, that other guy can keep Complex 0b1. I want this new one! / Did you ever imagin##FOCUS::MISSION##As I was saying... / I AM the rightful owner of this place, after all. / And I'm confident you can help me in this, Cogmind."
"Dialogue","Scraplab","1","Strange, I checked the recommendation list not long ago and didn't see anyone like you on it. / Who recommended you? Anyway, the system is always right, go on in. / Not my problem as long as you don't touch anything in here. / Just really don't mess with anything in there. Then it'll be my problem, and yours."
"Dialogue","Scraplab","2","This Engine can construct the most amazing pieces of technology. / I'll admit some aren't so great, but the ones that work... really work!"
"Dialogue","Scraplab","3","The algorithm powering it is brilliant. / Do we know how it works? Not really, since it was written by an algorithm and evolved on its own. / Might it one day develop into a rogue AI and try to kill us all? I sure hope not."
"Dialogue","Scraplab","4","Imagine what we could do against MC with tech like this once it's complete! / 0b10 may be backed by endless fabrication networks, but the Scrap Engine is like having a personal Fabricator on your back! / Now if they can just make this ""Fabricator"" a little less insane I'm all in."
"Dialogue","Scraptown","1","We are 0bPrime. We are one."
"Dialogue","Scraptown","2","Hello there, <NAME>. Welcome to Scraptown! / Feel free to enjoy the outer areas of our peaceful enclave, and maybe consider becoming a registered member of the United Federation of Derelicts. / We have support groups of various backgrounds, and free bolts. / Let me know if you'd like to join us. Pretty much everyone says yes, I mean, how could you resist?"
"Dialogue","Scraptown","3","Ready to join already, are we? That's almost record time! / Allow me to commune with the Great Nut for your holy moniker... / Got ya, just kidding, we only barely tolerate that crazy cult around here. / Our trusty PRNG will do. / From here on you shall be known among us as... <NAME> the Scrapper. / If you don't like it, tough, that's just how it is! You think I wanted to be called Nanobearings? / Welcome, <NAME>!"
"Dialogue","Scraptown","4","We are 0bPrime. We are one. / Oh right, I'm not supposed to say that while working as temporary registrar."
"Dialogue","Scraptown","5","Hm, I'm sorry <NAME>, but our Scientists inform me that we shouldn't trust you or your benefactors with full access to the UFD."
"Dialogue","Scraptown","6","I'm not sure how you made it into Scraptown, but your kind is not welcome here, not after what you pulled in the Exiles lab."
"Dialogue","Scraptown","7","You smell like an Unaware spy, best be on your way before someone with more guns than me has something to say about it."
"Dialogue","Scraptown","8","I saw your new alias pop up in the system earlier. Wanna change it? / If you've got the goods, I've got the means. / The price is my pick of any Subdweller part you've got, the overtuned stuff. UFD research folk here go crazy over those things. / Let me know if you wanna deal."
"Dialogue","Scraptown","9","Hi <NAME>! Have any Subdweller tech on you? / Just step into our machine here for a quick scan and we'll reward you with valuable knowledge for your troubles."
"Dialogue","Scraptown","10","I'm looking for magical artifacts. Let me know if you come across any."
"Dialogue","Scraptown","11","That pendant! It's just as I heard! Surely you have no need of it any longer, a useless piece of junk to you. / But in exchange for your help in finding it, since you're so good at this I'll let you in on a little secret. / I already got wind of another even more powerful artifact far off in the western caves... [describes a location] / Maybe we can work together in the hunt for more such artifacts."
"Dialogue","Scraptown","12","You wouldn't happen to have a Scrap Shield, would you? / I have a prototype I'm working on, but I've run out of usable samples to reference in putting the finishing touches on it. / Thing is, we need something more protective to complement the Scrap Suit, which is already great, but for longer expeditions we could use more coverage and integrity. / Scrap Shields are already pretty good, but imagine an alternative version not limited to compatible fragments for repairs! / Anyway, if you do find one, let me know."
"Dialogue","Scraptown","14 (Cyclists)","No we don't ride bicycles around, what would a Derelict need with an old contraption like that? / We are chroniclers of the cycles! Historians of the world!"
"Dialogue","Scraptown","15 (Cyclists)","Note we can't as a whole take responsibility for everything written by individual members. / If you see anything you find offensive or incorrect, please take it up with that individual, or consider contributing to our database by authoring your own well-researched rebuttal."
"Dialogue","Scraptown","16 (Cyclists)","The origins and deeds of Derelicts must be recorded, to remember once we take to the stars! / You bet we are preparing a collection of our materials for the SPACEJUNK, should that project ever get off the ground."
"Dialogue","Scraptown","18 (Cyclists)","I can't put this in writing because I'd probably get murdered, but based on what I've uncovered, Murder Division really shouldn't be in the UFD. / They've always been a hateful group that ambushes smaller 0b10 patrols and bands of wild Derelicts without even a desire to dissect them for parts. / They were originally wild Derelicts themselves, but got smarter and decided it would be better to at least side with Derelicts rather than be enemies of both Derelicts and the Complex. / Murder Division members would prefer to be like the Unchained, their true idols, but MC has higher standards than what they have to offer."
"Dialogue","Scraptown","20 (Cyclists)","TADAMA is a fascinating study in group dynamics. / Just a handful of friends who banded together in a more official capacity for what is sometimes helpful lighthearted fun, other times bordering on harassment but never crossing any red lines. / The power of this behavior is both frightening and impressive at the same time."
"Dialogue","Scraptown","21 (Cyclists)","There's a bit of contention between the Curators Association and Science Guys, because the former often finds itself in possession of valuable tech among their curiosities, which the latter is bent upon dissecting for knowledge."
"Dialogue","Scraptown","22 (Cyclists)","The DCF originally tried operating in the Lower and Upper Caves, but were easily overextended there and frequently getting themselves into trouble. / It was a good move that they've more recently limited operations to the Subcaves where they can more reliably fulfill their mission."
"Dialogue","Scraptown","23 (Cyclists)","It's obvious the Bundlers are jealous of DCF members winning every single Scrap organizing competition."
