Collected,Name,Type,Slot,Size,Mass,Rating,Category,Integrity,No Repairs,Coverage,Special Trait,Life,Energy Upkeep,Matter Upkeep,Heat Generation,Energy Generation,Energy Storage,Power Stability,Time/Move,Mod/Extra,Drag,Energy/Move,Heat/Move,Support,Penalty,Burnout,Siege,Range,Shot Energy,Shot Matter,Shot Heat,Recoil,Targeting,Delay,Overload Stability,Waypoints,Arc,Projectile Count,Damage,Damage Type,Critical,Penetration,Heat Transfer,Spectrum,Disruption,Salvage,Explosion Radius,Explosion Damage,Falloff,Explosion Type,Explosion Heat Transfer,Explosion Spectrum,Explosion Disruption,Explosion Salvage,Effect,Description,Hackable Schematic,Fabrication Number,Fabrication Time,Fabrication Components
"1","EX Chip 1","Hackware","Utility","1","","2","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 7. Also provides a +3% bonus to rewiring traps and disrupted robots, and applies a -1% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","","","","",
"147","Hacking Suite","Hackware","Utility","1","","3","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 10. Also provides a +5% bonus to rewiring traps and disrupted robots, and applies a -2% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","1","1","73/36/24","",
"16","Mak. Hacking Suite","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 11. Also provides a +5% bonus to rewiring traps and disrupted robots, and applies a -2% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","","1","84/42/28","",
"33","Imp. Hacking Suite","Hackware","Utility","1","","5","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 12. Also provides a +6% bonus to rewiring traps and disrupted robots, and applies a -2% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","1","1","95/47/31","",
"67","Adv. Hacking Suite","Hackware","Utility","1","","6","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 14. Also provides a +7% bonus to rewiring traps and disrupted robots, and applies a -2% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","1","1","106/53/35","",
"18","Exp. Hacking Suite","Hackware","Utility","1","","7","Prototype","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 16. Also provides a +8% bonus to rewiring traps and disrupted robots, and applies a -3% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","1","1","187/93/62","",
"25","System Mapper","Hackware","Utility","1","","8","Prototype","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 20. Also provides a +10% bonus to rewiring traps and disrupted robots, and applies a -4% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","","","","",
"12","Deep Network Scanner","Hackware","Utility","1","","9","Prototype","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 25. Also provides a +12% bonus to rewiring traps and disrupted robots, and applies a -5% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","","","","",
"5","Architect God Chip A","Hackware","Utility","1","","10","Prototype","25","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Increases chance of successful machine hack by 100. Also provides a +50% bonus to rewiring traps and disrupted robots, and applies a -20% penalty to hostile programmers attempting to defend their allies against your hacks.
 <stacks>","","","","","",
"1","EX Chip 2","Hackware","Utility","1","","2","","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 7. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 3%. Blocks hacking feedback side effects 14% of the time, and repels 14% of hacking attempts against allies within a range of 10.
 <stacks>","","","","","",
"55","System Shield","Hackware","Utility","1","","3","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 10. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 5%. Blocks hacking feedback side effects 20% of the time, and repels 20% of hacking attempts against allies within a range of 10.
 <stacks>","","1","1","73/36/24","",
"7","Mak. System Shield","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 11. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 5%. Blocks hacking feedback side effects 22% of the time, and repels 22% of hacking attempts against allies within a range of 10.
 <stacks>","","","1","84/42/28","",
"31","Imp. System Shield","Hackware","Utility","1","","5","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 12. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 6%. Blocks hacking feedback side effects 24% of the time, and repels 24% of hacking attempts against allies within a range of 10.
 <stacks>","","1","1","95/47/31","",
"20","Adv. System Shield","Hackware","Utility","1","","6","","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 14. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 7%. Blocks hacking feedback side effects 28% of the time, and repels 28% of hacking attempts against allies within a range of 10.
 <stacks>","","1","1","106/53/35","",
"5","Exp. System Shield","Hackware","Utility","1","","7","Prototype","10","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 16. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 8%. Blocks hacking feedback side effects 32% of the time, and repels 32% of hacking attempts against allies within a range of 10.
 <stacks>","","1","1","187/93/62","",
"21","Ghost Barrier","Hackware","Utility","1","","8","Prototype","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 20. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 10%. Blocks hacking feedback side effects 40% of the time, and repels 40% of hacking attempts against allies within a range of 10.
 <stacks>","","","","","",
"15","Quantum Router","Hackware","Utility","1","","9","Prototype","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 25. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 12%. Blocks hacking feedback side effects 50% of the time, and repels 50% of hacking attempts against allies within a range of 10.
 <stacks>","","","","","",
"2","Architect God Chip D","Hackware","Utility","1","","10","Prototype","25","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While hacking machines, reduces both chance of detection and rate of detection chance increases by 100. Reduces tracing progress advances by the same amount. Also a lower chance that hacking machines will be considered serious enough to trigger an increase in security level, and reduces central database lockout chance by 50%. Blocks hacking feedback side effects 100% of the time, and repels 200% of hacking attempts against allies within a range of 10.
 <stacks>","","","","","",
"1","Authchip [R/NC]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for most non-combat 0b10 bots, including Workers, Tunnelers, Haulers, Recyclers, Minesweepers, Mechanics, Operators, Protectors, and Researchers.","","","","",
"1","Authchip [R/Combat]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for most 0b10 combat bots, including Swarmers, Cutters, Saboteurs, Grunts, Brawlers, Duelists, Sentries, Demolishers, Specialists, Hunters, and Programmers.","","","","",
"1","Authchip [Power]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all types of power sources.","","","","",
"1","Authchip [Propulsion]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all types of propulsion.","","","","",
"1","Authchip [Device]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all Device-type utilities.","","","","",
"1","Authchip [Storage]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all Storage-type utilities.","","","","",
"1","Authchip [Processor]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all Processors and Hackware-type utilities.","","","","",
"1","Authchip [Armor]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all Armor-type utilities.","","","","",
"1","Authchip [Weapon]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","While attached during Fabricator operation, loading and building a single schematic will not be detected or traced.","Applies to schematics for all types of weapons.","","","","",
"162","Relay Coupler [NC]","Hackware","Utility","1","","1","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to non-combat 0b10 bots, including Workers, Builders, Tunnelers, Haulers, Recyclers, Mechanics, Operators, Watchers, Protectors, Researchers, and Compactors.","","","","",
"4","Relay Coupler [C]","Hackware","Utility","1","","8","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to common front-line 0b10 combat bots, including Swarmers, Grunts, Brawlers, and Duelists.","","","","",
"6","Relay Coupler [ARC]","Hackware","Utility","1","","5","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to 0b10 Carriers.","","","","",
"72","Relay Coupler [Swarmer]","Hackware","Utility","1","","3","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Swarmer variant.","","","","",
"1","Relay Coupler [Cutter]","Hackware","Utility","1","","3","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Cutter variant.","","","","",
"124","Relay Coupler [Grunt]","Hackware","Utility","1","","3","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Grunt variant.","","","","",
"9","Relay Coupler [Brawler]","Hackware","Utility","1","","3","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Brawler variant.","","","","",
"8","Relay Coupler [Duelist]","Hackware","Utility","1","","3","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Duelist variant.","","","","",
"127","Relay Coupler [Sentry]","Hackware","Utility","1","","4","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Sentry variant.","","","","",
"8","Relay Coupler [Demolisher]","Hackware","Utility","1","","5","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Demolisher variant.","","","","",
"4","Relay Coupler [Specialist]","Hackware","Utility","1","","5","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Specialist variant.","","","","",
"42","Relay Coupler [Hunter]","Hackware","Utility","1","","5","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Hunter variant.","","","","",
"1","Relay Coupler [Heavy]","Hackware","Utility","1","","6","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Heavy variant.","","","","",
"12","Relay Coupler [Behemoth]","Hackware","Utility","1","","6","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Behemoth variant.","","","","",
"1","Relay Coupler [Programmer]","Hackware","Utility","1","","7","","10","1","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables additional robot hacks when used in conjunction with an RIF and Datajack.","Applies to any standard 0b10 Programmer variant.","","","","",
"1","Skeleton Box","Device","Utility","1","2","5","Prototype","40","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically hacks visible door terminals within a range of 10. Requires being within that range for 10 turns.","","","","","",
"-1","01-MTF's Autohacker","Device","Utility","1","2","6","Prototype","40","1","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically hacks visible door terminals within a range of 10. Requires being within that range for 1 turn.","","","","","",
"29","Component Analysis Suite","Device","Utility","1","1","4","","10","","2","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3% chance to identify a random unidentified part in inventory each turn.
 <parallel_ok>","","1","1","84/42/28","",
"21","Imp. Component Analysis Suite","Device","Utility","1","1","6","","10","","2","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4% chance to identify a random unidentified part in inventory each turn.
 <parallel_ok>","","1","1","106/53/35","",
"82","Adv. Component Analysis Suite","Device","Utility","1","1","8","","10","","2","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10% chance to identify a random unidentified part in inventory each turn.
 <parallel_ok>","","1","1","128/64/42","",
"6","Dynamic Insulation System","Device","Utility","1","2","4","","27","","8","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cuts chance of system corruption from electromagnetic damage by 50%. Also a 20% chance to prevent the effects of a shock or surge trap.
 <stacks>","","1","2","84/42/28","",
"8","Imp. Dynamic Insulation System","Device","Utility","1","3","6","","31","","8","","","3","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cuts chance of system corruption from electromagnetic damage by 67%. Also a 30% chance to prevent the effects of a shock or surge trap.
 <stacks>","","1","2","106/53/35","",
"16","Adv. Dynamic Insulation System","Device","Utility","1","4","7","Prototype","35","","8","","","6","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Cuts chance of system corruption from electromagnetic damage by 75%. Also a 40% chance to prevent the effects of a shock or surge trap.
 <stacks>","","1","1","187/93/62","",
"9","System Guard","Device","Utility","1","2","5","","10","","30","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocks 12% of negative effects caused by corruption.
 <stacks>","","1","2","95/47/31","",
"4","Corruption Screen","Device","Utility","1","3","7","","15","","30","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Blocks 20% of negative effects caused by corruption.
 <stacks>","","1","2","117/58/39","",
"140","System Backup Module","Device","Utility","1","1","4","","15","","15","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","1","2","84/42/28","",
"10","Mak. System Restoration Module","Device","Utility","1","5","4","","45","1","20","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","","2","84/42/28","",
"66","Imp. System Backup Module","Device","Utility","1","2","5","","21","","15","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","1","2","95/47/31","",
"52","System Restoration Module","Device","Utility","1","3","6","","30","","15","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.00% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","1","2","106/53/35","",
"39","Imp. System Restoration Module","Device","Utility","1","4","7","","36","","15","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.00% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","1","1","117/58/39","",
"41","System Purifier","Device","Utility","1","4","8","Prototype","45","","15","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.80% chance each turn to purge 1% of system corruption, losing 3 integrity each time the effect is applied.
 <parallel_ok>","","1","1","204/102/68","",
"8","Tractor Beam","Device","Utility","1","1","1","","25","","60","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 4.","","1","2","51/25/17","",
"11","Hpw. Tractor Beam","Device","Utility","1","1","2","","30","","60","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 8.","","1","2","62/31/20","",
"67","Lrn. Tractor Beam","Device","Utility","1","1","3","","35","","60","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically collects matter within a range of 16.","","1","2","73/36/24","",
"22","Mobile Refinery Mk. CCLXVII","Device","Utility","1","5","5","Prototype","120","1","40","","","40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Attracts any visible debris within a range of 16, converting it to matter on arrival.","","","","","",
"2","Trap Extractor","Device","Utility","1","2","2","","70","","15","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 60% chance to extract a non-hostile trap at current location. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","62/31/20","",
"10","Imp. Trap Extractor","Device","Utility","1","3","4","","85","","15","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 80% chance to extract a non-hostile trap at current location. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","84/42/28","",
"2","Adv. Trap Extractor","Device","Utility","1","4","6","","100","","15","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Enables 100% chance to extract a non-hostile trap at current location. Also prevents user system corruption from accidentally triggering a trap at current location due to movement.","","1","2","106/53/35","",
"5","Trap Reconfigurator","Device","Utility","1","1","8","Prototype","65","1","15","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Automatically and instantly reprograms visible hostile traps within a range of 14.","","","","","",
"8","Recalibrator","Device","Utility","1","1","4","","25","","15","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.70% chance each turn to restore a broken part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","84/42/28","",
"5","Imp. Recalibrator","Device","Utility","1","1","6","","30","","15","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.00% chance each turn to restore a broken part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","106/53/35","",
"5","Adv. Recalibrator","Device","Utility","1","1","8","","35","","15","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00% chance each turn to restore a broken part, attached or in inventory, to functionality. Unable to repair alien technology, or prototypes above rating 8.
 <parallel_ok>","","1","2","128/64/42","",
"8","Field Recycling Unit","Device","Utility","1","8","2","","60","","15","","","4","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (25% efficiency) at a rate of 2 per turn. Can hold no more than 100 scrap at a time.
 <parallel_ok, resume_ok>","","1","1","62/31/20","",
"22","Imp. Field Recycling Unit","Device","Utility","1","12","4","","70","","15","","","6","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (45% efficiency) at a rate of 4 per turn. Can hold no more than 200 scrap at a time.
 <parallel_ok, resume_ok>","","1","1","84/42/28","",
"6","Adv. Field Recycling Unit","Device","Utility","1","16","6","","80","","15","","","8","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (60% efficiency) at a rate of 6 per turn. Can hold no more than 300 scrap at a time.
 <parallel_ok, resume_ok>","","1","1","106/53/35","",
"17","Exp. Field Recycling Unit","Device","Utility","1","10","7","Prototype","120","","15","","","2","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Activate a second time to begin automatically collecting parts at current location to recycle them into matter (75% efficiency) at a rate of 7 per turn. Can hold no more than 350 scrap at a time.
 <parallel_ok, resume_ok>","","1","1","187/93/62","",
"100","Drone Bay","Device","Utility","1","6","5","","120","","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","1","1","95/47/31","",
"14","Z-Drone Bay","Device","Utility","1","4","6","","120","1","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Z-Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"26","Mni. Drone Bay","Device","Utility","1","2","6","","150","","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 3 Mini Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","1","1","106/53/35","",
"6","Mapping Drone Bay","Device","Utility","1","3","6","","100","1","80","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 3 Mapping Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","1","106/53/35","",
"9","Adv. Drone Bay","Device","Utility","2","10","6","","300","","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Advanced Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","1","1","106/53/35","",
"2","Bomb Drone Bay","Device","Utility","2","8","6","Prototype","320","1","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 16 Bomb Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"7","Thief Drone Bay","Device","Utility","1","4","6","Prototype","200","1","100","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 3 Thief Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"4","Decoy Drone Bay","Device","Utility","2","14","6","Prototype","270","1","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 16 Decoy Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"10","Splice Drone Bay","Device","Utility","1","8","6","Prototype","200","1","200","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 6 Splice Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","","","",
"5","Combat Drone Bay","Device","Utility","2","12","6","Prototype","350","1","400","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Holds up to 2 Combat Drones. Launched when bay is activated. Matching drones operate as long as this bay is functional and attached, though it does not have to remain active. Additional available bays in inventory can also receive returning drones as long as one already attached.","If on the ground at current position use > or right-click on self to release all drones without attaching. Must already have another matching functional bay attached to do this.","","1","169/84/56","",
